"id","DTXSID","CAS","chemName"
439,"DTXSID4027862","25322-68-3","Polyethylene glycol"
440,"DTXSID2020555","9004-32-4","Edifas B"
441,"DTXSID3022744","461-06-3","Carnitine"
442,"DTXSID3020255","9000-07-1","Carrageenan, native"
443,"DTXSID2021076","8001-23-8","Safflower oil"
444,"DTXSID7024742","8001-79-4","Castor oil"
445,"DTXSID8027666","8001-78-3","Hydrogenated castor oil"
446,"DTXSID5029633","1310-58-3","Potassium hydroxide"
447,"DTXSID4022787","83881-51-0","Cetirizine"
448,"DTXSID8027298","693-33-4","1-Hexadecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt"
449,"DTXSID1020306","67-66-3","Chloroform"
450,"DTXSID5021384","75-69-4","Trichlorofluoromethane"
451,"DTXSID3026435","76-15-3","Chloropentafluoroethane"
452,"DTXSID6020436","75-71-8","Dichlorodifluoromethane"
453,"DTXSID5026382","74-93-1","Methanethiol"
454,"DTXSID8025545","74-82-8","Methane"
455,"DTXSID4021551","506-77-4","Cyanogen chloride"
456,"DTXSID5023958","10049-04-4","Chlorine dioxide"
457,"DTXSID8021272","7758-19-2","Sodium chlorite"
458,"DTXSID9020293","532-27-4","2-Chloroacetophenone"
459,"DTXSID7028061","61788-76-9","Chloroalkanes"
460,"DTXSID4020298","108-90-7","Chlorobenzene"
461,"DTXSID8020206","109-69-3","1-Chlorobutane"
462,"DTXSID9023960","75-68-3","1-Chloro-1,1-difluoroethane"
463,"DTXSID8021434","75-01-4","Vinyl chloride"
464,"DTXSID0021541","74-87-3","Chloromethane"
465,"DTXSID5020316","126-99-8","Chloroprene"
466,"DTXSID3026485","79-38-9","Chlorotrifluoroethylene"
467,"DTXSID3021271","7647-14-5","Sodium chloride"
468,"DTXSID3022401","57-88-5","Cholesterol"
469,"DTXSID7023982","18540-29-9","Chromium (VI) ion"
470,"DTXSID1024831","14639-25-9","Chromium picolinate"
471,"DTXSID1022396","480-40-0","Chrysin"
472,"DTXSID6021246","632-99-5","C.I. Basic Violet 14"
473,"DTXSID1021247","569-61-9","C.I. Basic Red 9 monohydrochloride"
474,"DTXSID1027685","8008-57-9","Oils, Orange, sweet"
475,"DTXSID9028209","64742-43-4","Clay-treated paraffin waxes (petroleum)"
476,"DTXSID0027195","544-76-3","Hexadecane"
477,"DTXSID1027683","8007-45-2","Coal tar"
478,"DTXSID0027064","136-52-7","Hexanoic acid, 2-ethyl-, cobalt(2+) salt"
479,"DTXSID1028075","61789-52-4","Fatty acids, tall-oil, cobalt salts"
480,"DTXSID0024842","68603-42-9","Coconut oil acid/Diethanolamine condensate (2:1)"
481,"DTXSID7029409","68139-30-0","1-Propanaminium, N-(3-aminopropyl)-2-hydroxy-N,N-dimethyl-3-sulfo-, N-coco acyl derivs., inner salts"
482,"DTXSID2028068","61789-30-8","Fatty acids, coco, potassium salts"
483,"DTXSID8027664","8001-31-8","Coconut oil"
484,"DTXSID3028055","61788-47-4","Fatty acids, coco"
485,"DTXSID7027702","8050-09-7","Rosin"
486,"DTXSID2023985","7440-50-8","Copper"
487,"DTXSID1026241","118-56-9","3,3,5-Trimethylcyclohexyl salicylate"
488,"DTXSID7021075","8001-30-7","Corn oil"
489,"DTXSID7020714","50-23-7","Hydrocortisone"
490,"DTXSID0024848","8001-29-4","Cottonseed oil"
491,"DTXSID3024364","1319-77-3","Cresol"
492,"DTXSID3020675","9000-30-0","Guar gum"
493,"DTXSID1021879","107-12-0","Propionitrile"
494,"DTXSID1023992","460-19-5","Cyanogen"
495,"DTXSID7024873","108-80-5","Cyanuric acid"
496,"DTXSID1023996","108-91-8","Cyclohexylamine"
497,"DTXSID4021894","108-93-0","Cyclohexanol"
498,"DTXSID0021757","78-27-3","1-Ethynylcyclohexanol"
499,"DTXSID2029612","138-86-3","Limonene"
500,"DTXSID6024886","287-92-3","Cyclopentane"
501,"DTXSID1027184","541-02-6","Decamethylcyclopentasiloxane"
502,"DTXSID6029171","142-29-0","Cyclopentene"
503,"DTXSID7027205","556-67-2","Octamethylcyclotetrasiloxane"
504,"DTXSID1023998","52315-07-8","Cypermethrin"
505,"DTXSID8022876","52-90-4","L-Cysteine"
506,"DTXSID1026293","81-48-1","D&C Violet 2"
507,"DTXSID6029258","3468-63-1","C.I. Pigment Orange 5"
508,"DTXSID7027594","5281-04-9","D&C Red No. 7"
509,"DTXSID0020319","1897-45-6","Chlorothalonil"
510,"DTXSID5020449","62-73-7","Dichlorvos"
511,"DTXSID6021909","109-89-7","Diethylamine"
512,"DTXSID3021932","111-42-2","Diethanolamine"
513,"DTXSID4022109","706-14-9","gamma-Decanolactone"
514,"DTXSID4021553","112-31-2","Decanal"
515,"DTXSID6024913","124-18-5","Decane"
516,"DTXSID1029463","68583-51-7","Decanoic acid, mixed diesters with octanoic acid and propylene glycol"
517,"DTXSID1029334","26183-52-8","Polyethylene glycol monodecyl ether"
518,"DTXSID2021028","55-18-5","N-Nitrosodiethylamine"
519,"DTXSID3022908","125-71-3","Dextromethorphan"
520,"DTXSID7022910","50-99-7","D-Glucose"
521,"DTXSID5023588","50-70-4","D-Glucitol"
522,"DTXSID7027170","527-07-1","Sodium D-gluconate"
523,"DTXSID0029559","78491-02-8","Diazolidinyl urea"
524,"DTXSID9024938","19287-45-7","Diborane"
525,"DTXSID2021866","105-99-7","Dibutyl adipate"
526,"DTXSID2021781","84-74-2","Dibutyl phthalate"
527,"DTXSID4027315","818-08-6","Stannane, dibutyloxo-"
528,"DTXSID4024018","1918-00-9","Dicamba"
529,"DTXSID2020422","1717-00-6","1,1-Dichloro-1-fluoroethane"
530,"DTXSID5025023","77-73-6","Dicyclopentadiene"
531,"DTXSID2025050","111-40-0","Diethylenetriamine"
532,"DTXSID3021720","60-29-7","Diethyl ether"
533,"DTXSID7021863","105-53-3","Diethyl propanedioate"
534,"DTXSID5027146","352-93-2","Diethyl sulfide"
535,"DTXSID4027866","25340-17-4","Diethylbenzene"
536,"DTXSID4026921","112-59-4","2-[2-(Hexyloxy)ethoxy]ethanol"
537,"DTXSID3025049","111-77-3","Diethylene glycol monomethyl ether"
538,"DTXSID2023434","67-43-6","Pentetic acid"
539,"DTXSID8020462","111-46-6","Diethylene glycol"
540,"DTXSID9029643","1333-74-0","Hydrogen"
541,"DTXSID0025072","96-26-4","Dihydroxyacetone"
542,"DTXSID4025082","26761-40-0","Diisodecyl phthalate"
543,"DTXSID5027641","6938-94-9","Diisopropyl adipate"
544,"DTXSID4021890","108-20-3","Isopropyl ether"
545,"DTXSID9025085","108-18-9","Diisopropylamine"
546,"DTXSID1025564","109-87-5","Dimethoxymethane"
547,"DTXSID8025096","627-93-0","Dimethyl adipate"
548,"DTXSID9029192","616-38-6","Dimethyl carbonate"
549,"DTXSID4025117","624-92-0","Methyl disulfide"
550,"DTXSID8026937","115-10-6","Dimethyl ether"
551,"DTXSID3025122","1119-40-0","Dimethyl glutarate"
552,"DTXSID3022455","131-11-3","Dimethyl phthalate"
553,"DTXSID9026398","75-18-3","Dimethyl sulfide"
554,"DTXSID5020499","127-19-5","N,N-Dimethylacetamide"
555,"DTXSID5024057","124-40-3","Dimethylamine"
556,"DTXSID2020505","108-01-0","Dimethylaminoethanol"
557,"DTXSID2025139","122-19-0","N,N-Dimethyl-N-benzyl-N-octadecylammonium chloride"
558,"DTXSID8026771","107-64-2","Dimethyldioctadecylammonium chloride"
559,"DTXSID6020515","68-12-2","N,N-Dimethylformamide"
560,"DTXSID5026386","74-98-6","Propane"
561,"DTXSID7021029","62-75-9","N-Nitrosodimethylamine"
562,"DTXSID9023833","9016-00-6","Polydimethylsiloxane"
563,"DTXSID0021832","99-97-8","N,N,4-Trimethylaniline"
564,"DTXSID8021066","10024-97-2","Nitrous oxide"
565,"DTXSID5020607","117-81-7","Di(2-ethylhexyl) phthalate"
566,"DTXSID9021847","101-84-8","Diphenyl oxide"
567,"DTXSID4021975","122-39-4","Diphenylamine"
568,"DTXSID0021917","110-54-3","n-Hexane"
569,"DTXSID0027856","25265-71-8","Dipropylene glycol"
570,"DTXSID6027921","27138-31-4","Di(propylene glycol) dibenzoate"
571,"DTXSID3024075","85-00-7","Diquat dibromide"
572,"DTXSID7021233","16423-68-0","FD&C Red 3"
573,"DTXSID9029483","68650-39-5","Imidazolium compounds, 1-[2-(carboxymethoxy)ethyl]-1-(carboxymethyl)-4,5-dihydro-2-norcoco alkyl, hydroxides, inner salts, disodium salts"
574,"DTXSID9027990","36445-71-3","Disodium n-decyldiphenyl ether disulfonate"
575,"DTXSID9027073","139-33-3","Ethylenediaminetetraacetic acid, disodium salt"
576,"DTXSID1026039","7558-79-4","Dibasic sodium phosphate"
577,"DTXSID7029669","6834-92-0","Sodium metasilicate"
578,"DTXSID4021420","13472-45-2","Sodium tungstate"
579,"DTXSID8021276","7681-52-9","Sodium hypochlorite"
580,"DTXSID3028217","64742-52-5","Distillates, petroleum, hydrotreated heavy naphthenic"
581,"DTXSID3028219","64742-54-7","Distillates, petroleum, hydrotreated heavy paraffinic"
582,"DTXSID8028212","64742-47-8","Distillates, petroleum, hydrotreated light"
583,"DTXSID8028218","64742-53-6","Distillates, petroleum, hydrotreated light naphthenic"
584,"DTXSID3028211","64742-46-7","C13-15 alkane"
585,"DTXSID8028472","68410-97-9","Distillates, petroleum, light distillate hydrotreating process, low-boiling"
586,"DTXSID0028161","64741-77-1","Distillates, petroleum, light hydrocracked"
587,"DTXSID7028229","64742-65-0","Distillates, petroleum, solvent-dewaxed heavy paraffinic"
588,"DTXSID9028172","64741-88-4","Distillates, petroleum, solvent-refined heavy paraffinic"
589,"DTXSID1020805","89-78-1","dl-Menthol"
590,"DTXSID6027183","540-97-6","Dodecamethylcyclohexasiloxane"
591,"DTXSID0026913","112-40-3","Dodecane"
592,"DTXSID2025218","9002-92-0","Polyoxyethylene dodecyl mono ether"
593,"DTXSID6021589","112-54-9","Dodecanal"
594,"DTXSID5025491","120-40-1","N,N-Bis(2-hydroxyethyl)dodecanamide"
595,"DTXSID7029328","25378-22-7","Dodecene"
596,"DTXSID4027103","142-90-5","Dodecyl 2-methylacrylate"
597,"DTXSID1026031","151-21-3","Sodium dodecyl sulfate"
598,"DTXSID6027923","27176-87-0","Dodecylbenzenesulfonic acid"
599,"DTXSID6027890","26264-05-1","Isopropylammonium dodecylbenzenesulfonate"
600,"DTXSID3020596","100-41-4","Ethylbenzene"
601,"DTXSID1025227","112-95-8","Eicosane"
602,"DTXSID5021881","107-15-3","Ethylenediamine"
603,"DTXSID1020562","13838-16-9","Enflurane"
604,"DTXSID60203272","548-25-4","Erythrosin"
605,"DTXSID0020575","140-67-0","Estragole"
606,"DTXSID0025604","637-92-3","Ethyl T-butyl ether"
607,"DTXSID3024366","121-44-8","Triethylamine"
608,"DTXSID1024251","354-33-6","Pentafluoroethane"
609,"DTXSID1020302","75-00-3","Chloroethane"
610,"DTXSID0025816","144-62-7","Oxalic acid"
611,"DTXSID2021236","2871-01-4","HC Red 3"
612,"DTXSID5021758","78-51-3","Tris(2-butoxyethyl) phosphate"
613,"DTXSID6025690","81-14-1","Musk ketone"
614,"DTXSID9026394","75-08-1","Ethanethiol"
615,"DTXSID0021383","79-01-6","Trichloroethylene"
616,"DTXSID5025940","9002-86-2","Polyvinyl chloride"
617,"DTXSID3021435","75-02-5","Vinyl fluoride"
618,"DTXSID0027309","763-69-9","Ethyl 3-ethoxypropionate"
619,"DTXSID8025886","121-39-1","Ethyl 3-phenylglycidate"
620,"DTXSID9022528","120-47-8","Ethylparaben"
621,"DTXSID4020583","140-88-5","Ethyl acrylate"
622,"DTXSID6029127","97-64-3","Ethyl lactate"
623,"DTXSID1021958","118-61-6","Ethyl salicylate"
624,"DTXSID6027260","627-83-8","Octadecanoic acid, 1,2-ethanediyl ester"
625,"DTXSID2022123","818-61-1","2-Hydroxyethyl acrylate"
626,"DTXSID1026908","112-25-4","2-Hexyloxyethanol"
627,"DTXSID2021319","127-18-4","Tetrachloroethylene"
628,"DTXSID3026350","64-02-8","Ethylenediaminetetraacetic acid tetrasodium salt"
629,"DTXSID1025302","5466-77-3","Octinoxate"
630,"DTXSID3027792","17689-77-9","Ethyltriacetoxysilane"
631,"DTXSID6023028","2809-21-4","Etidronic acid"
632,"DTXSID8021642","57-11-4","Octadecanoic acid"
633,"DTXSID7028308","67701-06-8","Fatty acids, C14-18 and C16-18-unsatd."
634,"DTXSID7028982","70321-73-2","Fatty acids, C14-18 and C16-18-unsatd., distn. residues"
635,"DTXSID7028306","67701-03-5","Fatty acids, C16-18"
636,"DTXSID5028328","67762-38-3","Fatty acids, C16-18 and C18-unsatd., Me esters"
637,"DTXSID6028311","67701-09-1","Fatty acids, C8-18 and C18-unsatd., potassium salts"
638,"DTXSID6028070","61789-32-0","Sodium cocoyl isethionate"
639,"DTXSID7028069","61789-31-9","Fatty acids, coco, sodium salts"
640,"DTXSID2028062","61788-89-4","C18-unsatd. fatty acid dimers"
641,"DTXSID9029435","68424-45-3","Fatty acids, linseed-oil"
642,"DTXSID1028520","68476-03-9","Fatty acids, montan-wax"
643,"DTXSID1028106","61790-79-2","Fatty acids, palm-oil, sodium salts"
644,"DTXSID0028088","61790-12-3","Fatty acids, tall-oil"
645,"DTXSID6027711","8052-48-0","Fatty acids, tallow, sodium salts"
646,"DTXSID2028060","61788-66-7","Fatty acids, vegetable-oil"
647,"DTXSID1029332","25869-00-5","Ferrate(4-), hexakis(cyano-.kappa.C)-, ammonium iron(3+) (1:1:1), (OC-6-11)-"
648,"DTXSID9025326","102-54-5","Ferrocene"
649,"DTXSID3024106","7782-41-4","Fluorine"
650,"DTXSID4025329","462-06-6","Fluorobenzene"
651,"DTXSID0022519","59-30-3","Folic acid"
652,"DTXSID7020637","50-00-0","Formaldehyde"
653,"DTXSID2024115","64-18-6","Formic acid"
654,"DTXSID6028492","68424-85-1","C12-16-Alkylbenzyldimethylammonium chlorides"
655,"DTXSID2021157","7803-51-2","Phosphine"
656,"DTXSID0020868","75-09-2","Dichloromethane"
657,"DTXSID5023081","57-48-7","D-Fructose"
658,"DTXSID3021518","110-17-8","Fumaric acid"
659,"DTXSID1021328","109-99-9","Tetrahydrofuran"
660,"DTXSID5021201","121-79-9","Propyl gallate"
661,"DTXSID8027169","526-95-4","D-Gluconic acid"
662,"DTXSID0026549","90-80-2","Gluconolactone"
663,"DTXSID4023098","3416-24-8","Glucosamine"
664,"DTXSID5020659","56-86-0","L-Glutamic acid"
665,"DTXSID1023100","56-85-9","L-Glutamine"
666,"DTXSID6025355","111-30-8","Glutaraldehyde"
667,"DTXSID6023101","70-18-8","Glutathione"
668,"DTXSID9020667","56-40-6","Glycine"
669,"DTXSID0029553","73398-61-5","Glycerides, mixed decanoyl and octanoyl"
670,"DTXSID7027968","31566-31-1","Glyceryl monostearate"
671,"DTXSID3026691","102-76-1","Triacetin"
672,"DTXSID8027660","8001-22-7","Soy oil"
673,"DTXSID0027066","137-16-6","Sodium [dodecanoyl(methyl)amino]acetate"
674,"DTXSID5026881","111-60-4","2-Hydroxyethyl octadecanoate"
675,"DTXSID0025363","79-14-1","Glycolic acid"
676,"DTXSID5025364","107-22-2","Glyoxal"
677,"DTXSID1024122","1071-83-6","Glyphosate"
678,"DTXSID0023113","90-05-1","2-Methoxyphenol"
679,"DTXSID5023114","93-14-1","Guaifenesin"
680,"DTXSID0029189","593-85-1","Guanidine carbonate"
681,"DTXSID2020715","7722-84-1","Hydrogen peroxide"
682,"DTXSID4024149","7783-06-4","Hydrogen sulfide"
683,"DTXSID5024263","7664-38-2","Phosphoric acid"
684,"DTXSID4025371","151-67-7","Halothane"
685,"DTXSID2029325","24851-98-7","Methyl dihydrojasmonate"
686,"DTXSID9027659","8001-21-6","Sunflower oil"
687,"DTXSID9021689","1120-21-4","Undecane"
688,"DTXSID5021596","506-12-7","Heptadecanoic acid"
689,"DTXSID6024127","142-82-5","Heptane"
690,"DTXSID2020682","118-74-1","Hexachlorobenzene"
691,"DTXSID7020683","87-68-3","Hexachloro-1,3-butadiene"
692,"DTXSID3021277","110-44-1","2E,4E-Hexadienoic acid"
693,"DTXSID8029656","2551-62-4","Sulfur fluoride (SF6)"
694,"DTXSID6027185","541-05-9","Hexamethylcyclotrisiloxane"
695,"DTXSID2025395","999-97-3","Hexamethyldisilazane"
696,"DTXSID4026769","107-46-0","Hexamethyldisiloxane"
697,"DTXSID2021604","66-25-1","Hexanal"
698,"DTXSID9027786","16958-92-2","Hexanedioic acid, ditridecyl ester"
699,"DTXSID1024172","7439-97-6","Mercury"
700,"DTXSID7027673","8002-74-2","Hydrocarbon waxes"
701,"DTXSID4028624","68512-91-4","Hydrocarbons, C3-4-rich, petroleum distillates"
702,"DTXSID1028449","68334-00-9","Cottonseed oil, hydrogenated"
703,"DTXSID0028454","68334-28-1","Fats and Glyceridic oils, vegetable, hydrogenated"
704,"DTXSID6020220","1948-33-0","tert-Butylhydroquinone"
705,"DTXSID8028216","64742-51-4","Paraffin waxes, petroleum, hydrotreated"
706,"DTXSID2025424","10039-54-0","Hydroxylamine sulfate (2:1)"
707,"DTXSID5027936","27813-02-1","Hydroxypropyl methacrylate"
708,"DTXSID2029616","288-32-4","Imidazole"
709,"DTXSID2026783","108-19-0","Imidodicarbonic diamide"
710,"DTXSID0020737","120-72-9","Indole"
711,"DTXSID0029214","1335-46-2","Methylionone"
712,"DTXSID5029639","1317-61-9","Iron oxide (Fe3O4)"
713,"DTXSID8020622","7705-08-0","Ferric chloride"
714,"DTXSID9025453","123-92-2","3-Methylbutyl acetate"
715,"DTXSID9025580","67634-00-8","Prop-2-en-1-yl (3-methylbutoxy)acetate"
716,"DTXSID5026837","110-19-0","Isobutyl acetate"
717,"DTXSID6026612","97-85-8","Isobutyl isobutyrate"
718,"DTXSID3025461","97-86-9","Isobutyl methacrylate"
719,"DTXSID9021635","78-84-2","2-Methylpropanal"
720,"DTXSID7022413","97-54-1","Isoeugenol"
721,"DTXSID3020752","26675-46-7","Isoflurane"
722,"DTXSID8020753","64519-82-0","Isomalt"
723,"DTXSID6027503","2855-13-2","Isophorone diamine"
724,"DTXSID9025661","98-83-9","alpha-Methylstyrene"
725,"DTXSID2025478","108-21-4","Isopropyl acetate"
726,"DTXSID0026838","110-27-0","Isopropyl tetradecanoate"
727,"DTXSID9027104","142-91-6","Hexadecanoic acid, 1-methylethyl ester"
728,"DTXSID2025682","75-31-0","Isopropylamine"
729,"DTXSID1021619","590-86-3","3-Methylbutanal"
730,"DTXSID8024159","82558-50-7","Isoxaben"
731,"DTXSID5020732","15687-27-1","Ibuprofen"
732,"DTXSID5021178","7447-40-7","Potassium chloride"
733,"DTXSID6027684","8008-20-6","Kerosine"
734,"DTXSID1028239","64742-81-0","Kerosine, petroleum, hydrodesulfurized"
735,"DTXSID0021177","298-14-6","Potassium bicarbonate"
736,"DTXSID2025505","60-33-3","Linoleic acid"
737,"DTXSID7023192","50-21-5","Lactic acid"
738,"DTXSID2023193","63-42-3","Lactose"
739,"DTXSID2027678","8006-54-0","Lanolin"
740,"DTXSID4023200","103577-45-3","Lansoprazole"
741,"DTXSID5025493","142-78-9","Laurylethanolamide"
742,"DTXSID2024161","7439-92-1","Lead"
743,"DTXSID5025497","1309-60-0","Lead dioxide"
744,"DTXSID5029637","1314-41-6","Lead tetraoxide"
745,"DTXSID3021279","8002-43-5","Lecithin"
746,"DTXSID2029296","8030-76-0","Lecithins, soya"
747,"DTXSID8021648","123-76-2","4-Oxopentanoic acid"
748,"DTXSID5025499","8061-51-6","Sodium ligninsulfonate"
749,"DTXSID5027699","8032-32-4","Ligroine"
750,"DTXSID9026500","80-54-6","2-(4-Tert-Butylbenzyl)propionaldehyde"
751,"DTXSID7025506","463-40-1","Linolenic acid"
752,"DTXSID2025507","8001-26-1","Linseed oil"
753,"DTXSID1023784","554-13-2","Lithium carbonate"
754,"DTXSID2025509","7447-41-8","Lithium chloride"
755,"DTXSID2029666","4485-12-5","Lithium octadecanoate"
756,"DTXSID3024867","68855-99-2","Litsea cubeba oil"
757,"DTXSID1022180","2216-51-5","(1R,2S,5R)-(-)-Menthol"
758,"DTXSID7028223","64742-58-1","Lubricating oils, petroleum, hydrotreated spent"
759,"DTXSID0020789","7791-18-6","Magnesium chloride hexahydrate"
760,"DTXSID2027208","557-04-0","Magnesium stearate"
761,"DTXSID0027640","6915-15-7","Malic acid"
762,"DTXSID5027720","9050-36-6","Maltodextrin"
763,"DTXSID0025523","118-71-8","Maltol"
764,"DTXSID1023233","69-79-4","Maltose"
765,"DTXSID2024169","7439-96-5","Manganese"
766,"DTXSID4020795","10034-96-5","Manganese(II) sulfate monohydrate"
767,"DTXSID1023235","69-65-8","D-Mannitol"
768,"DTXSID3027900","26447-40-5","Diphenylmethanediisocyanate"
769,"DTXSID6020802","108-78-1","Melamine"
770,"DTXSID1022421","73-31-4","Melatonin"
771,"DTXSID6021113","8006-90-4","Peppermint oil"
772,"DTXSID8029650","1490-04-6","Menthol"
773,"DTXSID7025683","74-89-5","Methylamine"
774,"DTXSID2026238","75-50-3","Trimethylamine"
775,"DTXSID5024760","4080-31-3","N-(3-Chloroallyl)hexaminium chloride"
776,"DTXSID9020821","59-51-8","(+/-)-Methionine"
777,"DTXSID7024409","1122-62-9","2-Acetylpyridine"
778,"DTXSID4021767","79-20-9","Methyl acetate"
779,"DTXSID0024183","96-33-3","Methyl acrylate"
780,"DTXSID6025567","134-20-3","Methyl 2-aminobenzoate"
781,"DTXSID5025572","93-58-3","Methyl benzoate"
782,"DTXSID2027703","8050-15-5","Resin acids and Rosin acids, hydrogenated, Me esters"
783,"DTXSID0024187","74-88-4","Methyl iodide"
784,"DTXSID0022062","563-80-4","3-Methyl-2-butanone"
785,"DTXSID5025659","119-36-8","Methyl salicylate"
786,"DTXSID3020833","1634-04-4","Methyl tert-butyl ether"
787,"DTXSID4026761","107-25-5","Methoxyethene"
788,"DTXSID3025590","96-37-7","Methylcyclopentane"
789,"DTXSID3024944","35691-65-7","1,2-Dibromo-2,4-dicyanobutane"
790,"DTXSID5026413","75-54-7","Methyldichlorosilane"
791,"DTXSID5021207","75-56-9","1,2-Propylene oxide"
792,"DTXSID0023296","61-73-4","Methylene blue"
793,"DTXSID0027565","4253-34-3","Methylsilanetriyl triacetate"
794,"DTXSID1024207","7439-98-7","Molybdenum"
795,"DTXSID7020899","1313-27-5","Molybdenum trioxide"
796,"DTXSID2025688","110-91-8","Morpholine"
797,"DTXSID8022292","52645-53-1","Permethrin"
798,"DTXSID1026792","108-44-1","3-Methylaniline"
799,"DTXSID6026298","108-38-3","m-Xylene"
800,"DTXSID9029649","1477-55-0","1,3-Benzenedimethanamine"
801,"DTXSID7023146","87-89-8","myo-Inositol"
802,"DTXSID2029660","3332-27-2","1-Tetradecanamine, N,N-dimethyl-, N-oxide"
803,"DTXSID6021666","544-63-8","Tetradecanoic acid"
804,"DTXSID2021997","140-31-8","1-(2-Aminoethyl)piperazine"
805,"DTXSID5027433","1760-24-3","N-[3-(Trimethoxysilyl)propyl]ethane-1,2-diamine"
806,"DTXSID2020630","7681-49-4","Sodium fluoride"
807,"DTXSID8020913","91-20-3","Naphthalene"
808,"DTXSID5027697","8030-30-6","Naphtha"
809,"DTXSID6028151","64741-65-7","Naphtha, petroleum, heavy alkylate"
810,"DTXSID3028213","64742-48-9","Naphtha, petroleum, hydrotreated heavy"
811,"DTXSID8028214","64742-49-0","Naphtha, petroleum, hydrotreated light"
812,"DTXSID1028152","64741-66-8","Naphtha, petroleum, light alkylate"
813,"DTXSID6022478","10236-47-2","Naringin"
814,"DTXSID3020209","94-26-8","Butylparaben"
815,"DTXSID1021407","55-63-0","Trinitroglycerin"
816,"DTXSID2020925","7440-02-0","Nickel"
817,"DTXSID1020932","59-67-6","Nicotinic acid"
818,"DTXSID7025710","1313-99-1","Nickel (II) oxide"
819,"DTXSID6023787","7786-81-4","Nickel sulfate"
820,"DTXSID1020930","54-11-5","Nicotine"
821,"DTXSID1020934","8005-03-6","Nigrosine"
822,"DTXSID4022527","94-13-3","Propylparaben"
823,"DTXSID8027587","5064-31-3","Glycine, N,N-bis(carboxymethyl)-, trisodium salt"
824,"DTXSID9021392","102-71-6","Triethanolamine"
825,"DTXSID3020964","98-95-3","Nitrobenzene"
826,"DTXSID5020944","59-87-0","Nitrofurazone"
827,"DTXSID7020974","10102-44-0","Nitrogen dioxide"
828,"DTXSID2020977","75-52-5","Nitromethane"
829,"DTXSID0026882","111-65-9","Octane"
830,"DTXSID9025796","111-84-2","Nonane"
831,"DTXSID9021639","124-19-6","Nonanal"
832,"DTXSID3021641","112-05-0","Nonanoic acid"
833,"DTXSID1027718","9016-45-9","Nonylphenoxypolyethoxyethanol"
834,"DTXSID2025846","109-66-0","Pentane"
835,"DTXSID6021901","109-60-4","Propyl acetate"
836,"DTXSID6027266","629-50-5","Tridecane"
837,"DTXSID0021098","10028-15-6","Ozone"
838,"DTXSID8026725","106-14-9","12-Hydroxyoctadecanoic acid"
839,"DTXSID9027318","822-16-2","Sodium octadecanoate"
840,"DTXSID3021643","124-13-0","Octanal"
841,"DTXSID9025299","6197-30-4","2-Ethylhexyl-2-cyano-3,3-diphenylacrylate"
842,"DTXSID2027670","8002-09-3","Pine oils"
843,"DTXSID0022010","143-28-2","cis-Oleyl alcohol"
844,"DTXSID3025881","95-54-5","1,2-Phenylenediamine"
